CATEGORY,SIZE,PRICE,CONTENT RATING,TYPE,INSTALLS,RATING,Free,Paid,REVIEWS
Family,23.0,0.99,Teen,Paid,500000,4.6,0,1,84114.0
Game,29.0,0.99,Mature,Paid,10000000,4.6,0,1,408292.0
Dating,21.0,0.0,Mature,Free,10000000,4.2,1,0,243950.0
Communication,13.0,0.0,Mature,Free,10000000,4.4,1,0,177703.0
Communication,17.0,0.0,Everyone,Free,10,4.4,1,0,0.0
Comics,37.0,0.0,Everyone,Free,1000,5.0,1,0,15.0
Personalization,7.6,0.0,Everyone,Free,100000000,4.5,1,0,3277209.0
Game,85.0,0.0,Teen,Free,10000000,4.2,1,0,145353.0
Sports,0.0,0.0,Everyone,Free,100000,4.4,1,0,6106.0
Lifestyle,6.0,0.0,Everyone,Free,500,4.7,1,0,12.0
Family,74.0,0.0,Teen,Free,5000000,4.2,1,0,233588.0
Family,41.0,0.0,Teen,Free,1000000,4.0,1,0,26202.0
Lifestyle,55.0,0.0,Everyone,Free,10000,4.0,1,0,649.0
Shopping,9.9,0.0,Everyone,Free,10000000,4.2,1,0,42750.0
House And Home,7.0,0.0,Everyone,Free,50000,4.3,1,0,273.0
Family,19.0,0.0,Everyone,Free,5000000,4.0,1,0,17543.0
Family,26.0,0.0,Everyone,Free,1000000,4.0,1,0,20977.0
Health And Fitness,4.4,0.0,Everyone,Free,50,4.0,1,0,0.0
Lifestyle,7.7,0.0,Everyone,Free,100000,4.3,1,0,1533.0
House And Home,0.0,0.0,Everyone,Free,1000000,4.3,1,0,43823.5
Health And Fitness,15.0,0.0,Everyone,Free,10000000,4.8,1,0,430158.0
Health And Fitness,15.0,0.0,Everyone,Free,1000000,4.8,1,0,12705.0
House And Home,2.6,0.0,Everyone,Free,5000,4.8,1,0,10.0
Health And Fitness,13.0,0.0,Everyone,Free,1000000,4.3,1,0,4848.0
Travel And Local,0.0,0.0,Everyone,Free,5000000,4.3,1,0,30403.0
Education,5.2,0.0,Everyone,Free,1000000,4.3,1,0,16195.0
Medical,15.0,0.0,Everyone,Free,1000,3.6,1,0,10.0
House And Home,18.0,0.0,Everyone,Free,1000000,4.0,1,0,6000.0
Game,0.0,0.0,Everyone,Free,10000000,4.6,1,0,3093645.0
House And Home,30.0,0.0,Everyone,Free,500000,4.3,1,0,3834.0
Lifestyle,29.0,0.0,Everyone,Free,5000000,4.1,1,0,78298.0
Education,1.2,0.0,Everyone,Free,100000,4.0,1,0,2525.0
Tools,41.0,0.0,Everyone,Free,10000,2.8,1,0,44.0
Maps And Navigation,0.7,0.0,Everyone,Free,10000,4.3,1,0,334.0
Game,82.0,0.0,Teen,Free,1000000,4.7,1,0,59017.0
Game,44.0,0.0,Teen,Free,5000000,4.2,1,0,250197.0
Travel And Local,0.0,0.0,Everyone,Free,5000000,4.4,1,0,52028.5
Shopping,7.9,0.0,Everyone,Free,1000000,4.5,1,0,37186.0
Social,0.0,0.0,Mature,Free,5000000,4.0,1,0,163679.0
Lifestyle,11.0,0.0,Teen,Free,10000000,4.6,1,0,161143.0
Game,26.0,0.0,Teen,Free,1000000,3.7,1,0,63986.0
Personalization,7.1,0.0,Everyone,Free,1000000,4.2,1,0,28806.0
Family,71.0,0.0,Everyone,Free,100000,3.8,1,0,1652.0
Medical,18.0,19.99,Everyone,Paid,1000,4.8,0,1,12.0
Travel And Local,28.0,0.0,Everyone,Free,1000000,4.4,1,0,17878.0
Family,3.7,0.0,Mature,Free,100000,4.4,1,0,447.0
Family,6.3,0.0,Teen,Free,5000000,4.1,1,0,28892.0
Family,0.0,0.0,Everyone,Free,10000000,4.5,1,0,520631.5
Dating,0.0,0.0,Mature,Free,10000000,4.1,1,0,305722.5
Tools,2.0,0.0,Everyone,Free,100000,3.9,1,0,478.0
Game,31.0,0.0,Teen,Free,100000,4.2,1,0,3816.0
Travel And Local,0.0,0.0,Everyone,Free,5000000,4.4,1,0,57564.5
Travel And Local,12.0,0.0,Everyone,Free,5000000,4.1,1,0,17202.0
Travel And Local,0.0,0.0,Everyone,Free,10000000,4.5,1,0,260127.0
Tools,8.2,0.0,Everyone,Free,50000000,4.2,1,0,1116393.0
Entertainment,0.0,0.0,Teen,Free,100000000,4.3,1,0,4885646.0
Travel And Local,0.0,0.0,Everyone,Free,1000000,4.3,1,0,10323.0
Lifestyle,23.0,0.0,Everyone,Free,5000,4.4,1,0,33.0
House And Home,10.0,0.0,Teen,Free,500000,4.6,1,0,2669.0
Dating,9.2,0.0,Mature,Free,10,1.0,1,0,1.0
Lifestyle,0.0,0.0,Everyone,Free,1000000,4.1,1,0,28301.0
House And Home,0.0,0.0,Everyone,Free,10000000,4.6,1,0,353804.0
Sports,28.0,0.0,Everyone,Free,100000,4.0,1,0,218.0
Photography,2.8,0.0,Everyone,Free,500000,2.7,1,0,3032.0
Family,3.9,0.0,Everyone,Free,1000000,2.8,1,0,4635.0
Art And Design,9.4,0.0,Everyone,Free,500000,4.0,1,0,591.0
Art And Design,7.9,0.0,Everyone,Free,100000,4.3,1,0,845.0
Lifestyle,19.0,0.0,Everyone,Free,5000,4.0,1,0,22.0
Parenting,4.9,0.0,Everyone,Free,10000,4.0,1,0,34.0
Parenting,6.8,0.0,Everyone,Free,100000,4.8,1,0,190.0
Family,45.0,0.0,Everyone,Free,10000,4.6,1,0,44.0
Family,48.0,0.0,Everyone,Free,100000,4.4,1,0,1031.0
Books And Reference,4.1,0.0,Everyone,Free,100000,4.6,1,0,244.0
Art And Design,9.2,0.0,Everyone,Free,100000,3.8,1,0,564.0
Libraries And Demo,10.0,0.0,Everyone,Free,10000,3.8,1,0,110.0
Game,6.4,0.0,Everyone,Free,100000,3.9,1,0,1290.0
Dating,27.0,0.0,Mature,Free,5000,3.9,1,0,105.0
News And Magazines,12.0,0.0,Teen,Free,1000000,4.2,1,0,78154.0
Photography,19.0,0.0,Everyone,Free,5000000,4.4,1,0,40289.0
Entertainment,0.0,0.0,Teen,Free,10000000,4.0,1,0,319691.5
Family,0.0,0.0,Teen,Free,10000000,4.0,1,0,319777.0
Social,1.8,0.0,Teen,Free,10,5.0,1,0,2.0
Medical,25.0,24.99,Everyone,Paid,100000,4.5,0,1,2922.0
Medical,16.0,0.0,Everyone,Free,500,4.8,1,0,6.0
Weather,40.0,0.0,Teen,Free,100000,4.4,1,0,6495.0
Food And Drink,11.0,0.0,Everyone,Free,1000000,3.8,1,0,22513.0
Health And Fitness,28.0,0.0,Everyone,Free,1000,2.2,1,0,4.0
Family,56.0,0.0,Teen,Free,500000,4.9,1,0,46253.0
Game,100.0,0.0,Teen,Free,100000000,4.5,1,0,6073501.0
Game,27.0,0.0,Teen,Free,50000000,4.5,1,0,1242936.0
Sports,49.0,2.99,Everyone,Paid,5000,4.4,0,1,172.0
Sports,20.0,0.0,Teen,Free,5000000,4.2,1,0,36183.0
Finance,24.0,0.0,Everyone,Free,1000000,4.2,1,0,11264.0
Finance,19.0,0.0,Everyone,Free,100000,4.6,1,0,3596.0
Beauty,17.0,0.0,Everyone,Free,500000,4.7,1,0,18900.0
Game,64.0,0.0,Teen,Free,10000000,4.7,1,0,584126.0
Books And Reference,5.7,0.0,Everyone,Free,100000,4.4,1,0,1877.0
Medical,2.7,0.0,Everyone,Free,100000,3.8,1,0,292.0
Medical,2.7,0.0,Everyone,Free,100000,3.8,1,0,292.0
Photography,8.5,0.0,Everyone,Free,1000000,4.5,1,0,12572.0
Communication,20.0,0.0,Everyone,Free,50,4.5,1,0,0.0
Health And Fitness,20.0,0.0,Mature,Free,1000,4.6,1,0,28.0
Family,1.1,0.0,Everyone,Free,10000,3.9,1,0,1455.0
Finance,41.0,399.99,Everyone,Paid,1000,4.0,0,1,36.0
Game,56.0,0.0,Teen,Free,1000000,4.4,1,0,208501.0
Family,4.9,389.99,Everyone,Paid,10000,3.6,0,1,217.0
Finance,4.7,399.99,Everyone,Paid,50000,4.1,0,1,1867.0
Family,2.7,399.99,Everyone,Paid,5000,4.4,0,1,201.0
Family,57.0,0.0,Everyone,Free,100000,4.2,1,0,1493.0
Tools,3.7,2.99,Everyone,Paid,10000,4.7,0,1,963.0
Tools,4.2,0.0,Everyone,Free,1000000,4.5,1,0,70404.0
Art And Design,4.2,0.0,Teen,Free,10000,4.7,1,0,353.0
Game,0.0,0.0,Everyone,Free,5000000,4.2,1,0,214923.0
Family,43.0,0.0,Everyone,Free,1000000,4.0,1,0,83875.0
Personalization,3.5,0.0,Everyone,Free,100000,4.6,1,0,655.0
Tools,3.9,0.0,Everyone,Free,1000000,4.1,1,0,8137.0
Game,20.0,4.99,Everyone,Paid,10000,4.0,0,1,630.0
Family,33.0,0.0,Everyone,Free,100000,4.3,1,0,7443.0
Lifestyle,1.4,2.49,Everyone,Paid,5000,3.6,0,1,126.0
Family,34.0,0.0,Everyone,Free,500000,4.2,1,0,3133.0
Finance,3.8,399.99,Everyone,Paid,5000,4.3,0,1,180.0
Lifestyle,1.8,37.99,Everyone,Paid,1000,4.2,0,1,134.0
Family,8.7,399.99,Everyone,Paid,10000,4.0,0,1,856.0
Finance,2.0,18.99,Everyone,Paid,10000,4.6,0,1,459.0
Finance,22.0,399.99,Everyone,Paid,1000,3.8,0,1,93.0
Lifestyle,2.9,379.99,Everyone,Paid,1000,2.9,0,1,41.0
Lifestyle,1.8,399.99,Everyone,Paid,100000,3.8,0,1,3547.0
Finance,2.7,399.99,Teen,Paid,1000,4.1,0,1,129.0
Lifestyle,2.6,299.99,Everyone,Paid,10000,3.8,0,1,411.0
Finance,0.9,399.99,Everyone,Paid,5000,3.5,0,1,472.0
Libraries And Demo,18.0,0.0,Everyone,Free,100000,3.5,1,0,91.0
Sports,40.0,0.0,Everyone,Free,1000000,4.4,1,0,29864.0
Lifestyle,7.3,400.0,Everyone,Paid,10000,3.6,0,1,275.0
Lifestyle,40.0,399.99,Everyone,Paid,0,3.6,0,1,0.0
Medical,9.5,2.99,Everyone,Paid,10000,3.8,0,1,206.0
Communication,0.0,0.0,Everyone,Free,10000000,4.4,1,0,697939.0
Productivity,4.2,0.0,Everyone,Free,100000,3.9,1,0,1322.0
Productivity,3.1,0.0,Everyone,Free,100000,4.3,1,0,1905.0
Family,2.1,1.26,Everyone,Paid,100,4.3,0,1,3.0
Productivity,0.0,0.0,Everyone,Free,1000000,4.3,1,0,117255.0
Travel And Local,44.0,0.0,Everyone,Free,1000000,4.3,1,0,18622.0
Food And Drink,24.0,0.0,Everyone,Free,100000,4.2,1,0,441.0
Medical,4.3,0.0,Everyone,Free,1000,4.7,1,0,10.0
Shopping,0.0,0.0,Everyone,Free,10000000,3.4,1,0,25515.0
Finance,20.0,0.0,Everyone,Free,1000000,4.7,1,0,167168.0
Family,29.0,0.0,Everyone,Free,1000,4.7,1,0,22.0
Entertainment,12.0,0.0,Teen,Free,100000000,4.2,1,0,501497.5
Family,3.7,0.0,Everyone,Free,50000,4.1,1,0,2167.0
Finance,0.0,0.0,Everyone,Free,1000000,4.4,1,0,39041.0
Family,4.4,0.0,Everyone,Free,1000,4.8,1,0,53.0
Family,3.3,0.99,Everyone,Paid,10,4.8,0,1,0.0
News And Magazines,1.5,0.0,Everyone,Free,5,4.8,1,0,1.0
Productivity,1.8,0.0,Everyone,Free,500,4.8,1,0,7.0
Productivity,1.8,0.0,Everyone,Free,100000,4.2,1,0,1623.0
Travel And Local,7.0,0.0,Everyone,Free,1000,4.7,1,0,57.0
Business,27.0,0.0,Everyone,Free,10000,4.8,1,0,492.0
Tools,3.2,0.0,Everyone,Free,10000,4.2,1,0,242.0
Game,20.0,0.0,Everyone,Free,1000000,4.6,1,0,132282.0
Communication,0.8,0.0,Everyone,Free,50000,4.6,1,0,649.0
Shopping,52.0,0.0,Everyone,Free,10000000,4.5,1,0,315908.0
Family,8.7,0.0,Everyone,Free,10000000,4.2,1,0,141363.0
Family,4.2,0.99,Everyone,Paid,100,4.4,0,1,31.0
Game,25.0,0.0,Everyone,Free,1000000,4.6,1,0,15403.0
Health And Fitness,5.0,0.0,Everyone,Free,5000000,4.2,1,0,112384.0
Game,38.0,0.0,Teen,Free,1000000,4.2,1,0,109263.0
Family,99.0,0.0,Teen,Free,10000000,4.7,1,0,417197.0
Game,99.0,0.0,Teen,Free,10000000,4.7,1,0,416540.0
Family,1.6,0.0,Everyone,Free,50000,4.5,1,0,93.0
Productivity,6.3,0.0,Everyone,Free,100000,4.6,1,0,6320.0
Family,0.2,0.0,Everyone,Free,1000,3.4,1,0,17.0
Tools,0.0,0.0,Everyone,Free,5000000,4.3,1,0,81668.0
Entertainment,12.0,0.0,Teen,Free,10000000,4.3,1,0,160164.0
Sports,3.5,0.0,Everyone,Free,500,4.3,1,0,9.0
Tools,2.3,0.0,Everyone,Free,10,4.3,1,0,0.0
Communication,0.0,0.0,Everyone,Free,1000000,4.2,1,0,27156.0
Communication,9.7,0.0,Everyone,Free,10000,3.7,1,0,98.0
Productivity,2.1,0.0,Everyone,Free,100000,4.0,1,0,319.0
Tools,0.4,0.0,Everyone,Free,100000,3.6,1,0,949.0
Tools,0.1,0.0,Everyone,Free,10000,4.4,1,0,29.0
Business,0.0,0.0,Everyone,Free,50000000,4.3,1,0,674730.0
Travel And Local,0.0,0.0,Everyone,Free,5000000,4.0,1,0,48082.0
Business,11.0,0.0,Everyone,Free,5000000,4.5,1,0,207372.0
Tools,7.8,0.0,Everyone,Free,1000000,4.7,1,0,61445.0
Medical,14.0,9.99,Everyone,Paid,1000,2.6,0,1,41.0
Art And Design,29.0,0.0,Everyone,Free,1000000,4.1,1,0,36815.0
Family,44.0,0.99,Teen,Paid,1000000,4.3,0,1,21804.0
Weather,7.6,0.0,Everyone,Free,1000000,4.3,1,0,21404.0
Game,43.0,0.0,Everyone,Free,10000000,4.3,1,0,391325.0
Game,36.0,0.0,Teen,Free,5000000,4.3,1,0,504765.0
Game,32.0,0.0,Teen,Free,10000000,4.4,1,0,2440877.0
Education,21.0,0.0,Everyone,Free,500000,4.5,1,0,14206.0
Productivity,3.0,0.0,Everyone,Free,50000,4.2,1,0,1117.0
Auto And Vehicles,2.2,0.0,Everyone,Free,500000,4.4,1,0,2680.0
Photography,5.2,0.0,Everyone,Free,1000000,4.3,1,0,46242.0
Family,58.0,0.0,Everyone,Free,10000000,4.4,1,0,623398.0
Health And Fitness,0.0,0.0,Everyone,Free,1000000,4.6,1,0,20161.0
Business,51.0,0.0,Everyone,Free,100000,3.8,1,0,1383.0
Video Players,3.3,0.0,Everyone,Free,10000000,4.6,1,0,148715.0
Photography,11.0,0.0,Everyone,Free,5000,3.7,1,0,42.0
Photography,0.0,0.0,Everyone,Free,50000000,4.3,1,0,654418.5
Photography,10.0,0.0,Everyone,Free,1000000,4.0,1,0,15098.0
Photography,50.0,0.0,Everyone,Free,50000000,4.3,1,0,811703.5
Tools,0.0,0.0,Everyone,Free,10000000,4.4,1,0,211308.0
Food And Drink,0.0,0.0,Everyone,Free,1000000,4.4,1,0,17071.0
Social,25.0,0.0,Teen,Free,5000000,4.0,1,0,80987.0
Social,0.0,0.0,Teen,Free,1000000000,4.5,1,0,66554892.0
Art And Design,26.0,0.0,Everyone,Free,100000,4.6,1,0,1070.0
Family,2.0,0.0,Everyone,Free,1000,4.0,1,0,13.0
Family,9.2,0.0,Teen,Free,5000000,4.5,1,0,157322.0
Social,4.1,0.0,Everyone,Free,5000,4.7,1,0,38.0
Family,67.0,0.0,Everyone,Free,50000,4.3,1,0,160.0
Medical,14.0,0.0,Everyone,Free,100000,3.8,1,0,534.0
Medical,24.0,15.46,Everyone,Paid,1000,3.4,0,1,35.0
Family,0.6,0.99,Everyone,Paid,50,2.8,0,1,5.0
Tools,0.0,0.0,Everyone,Free,10000000,4.5,1,0,410303.0
Medical,11.0,0.0,Everyone,Free,100,4.6,1,0,5.0
Dating,27.0,0.0,Mature,Free,10000,3.6,1,0,143.0
Dating,3.0,0.0,Mature,Free,50000,3.4,1,0,212.0
Finance,0.0,0.0,Everyone,Free,1000000,3.6,1,0,35518.0
Finance,2.5,0.0,Everyone,Free,100,3.6,1,0,1.0
Game,20.0,0.0,Everyone,Free,50,3.6,1,0,7.0
Family,13.0,0.0,Everyone,Free,1000,4.5,1,0,13.0
Productivity,18.0,1.49,Everyone,Paid,50000,4.6,0,1,1880.0
Entertainment,13.0,0.0,Teen,Free,1000000,4.5,1,0,12216.0
Business,8.6,0.0,Everyone,Free,100000,4.6,1,0,5800.0
Business,28.0,0.0,Everyone,Free,1000000,4.2,1,0,16422.0
Finance,7.2,0.0,Everyone,Free,10000,3.2,1,0,124.0
Video Players,25.0,0.0,Teen,Free,1000000,3.6,1,0,12764.0
Dating,5.0,0.0,Teen,Free,50,3.6,1,0,14.0
Game,82.0,0.0,Mature,Free,10000000,4.4,1,0,161637.0
Parenting,16.0,0.0,Everyone,Free,100000,4.4,1,0,1528.0
Finance,40.0,0.0,Everyone,Free,10000000,4.2,1,0,957973.0
Business,2.9,0.0,Everyone,Free,1000,4.2,1,0,1.0
Comics,18.0,0.0,Teen,Free,500000,3.3,1,0,1476.0
Health And Fitness,49.0,0.0,Everyone,Free,1000000,4.6,1,0,71267.5
Health And Fitness,2.6,0.0,Everyone,Free,10000,2.3,1,0,74.0
Communication,13.0,1.99,Everyone,Paid,10,2.3,0,1,2.0
Game,30.0,0.0,Everyone,Free,500,2.3,1,0,6.0
Personalization,33.0,0.0,Everyone,Free,10000,4.5,1,0,164.0
Tools,0.9,0.0,Everyone,Free,100000,4.6,1,0,2176.0
Family,9.0,0.0,Teen,Free,10000,3.3,1,0,162.0
Game,13.0,0.0,Everyone,Free,10000,4.1,1,0,609.0
Family,0.0,0.0,Everyone,Free,100000,3.5,1,0,339.0
Family,7.3,0.0,Mature,Free,1000,4.6,1,0,7.0
Personalization,3.1,0.0,Everyone,Free,1000,4.1,1,0,8.0
Productivity,44.0,0.0,Everyone,Free,100,4.1,1,0,0.0
Family,98.0,0.0,Everyone,Free,1000,3.9,1,0,28.0
Travel And Local,27.0,0.0,Everyone,Free,1000000,3.4,1,0,2277.0
Health And Fitness,27.0,0.0,Teen,Free,5000000,4.5,1,0,60096.0
Medical,2.9,0.0,Everyone,Free,500,3.7,1,0,9.0
News And Magazines,3.0,0.0,Everyone,Free,10000,4.0,1,0,146.0
Lifestyle,12.0,0.0,Everyone,Free,1000000,4.6,1,0,34792.0
Business,2.2,0.0,Everyone,Free,100000,4.4,1,0,1630.0
Family,1.2,0.0,Everyone,Free,10000,4.4,1,0,152.0
Finance,9.1,0.0,Everyone,Free,500000,4.6,1,0,11066.0
Family,1.9,0.0,Everyone,Free,500000,4.6,1,0,5227.0
Books And Reference,0.0,0.0,Everyone,Free,10000000,4.9,1,0,922752.0
Tools,0.1,0.0,Everyone,Free,100,5.0,1,0,3.0
Shopping,11.0,0.0,Everyone,Free,10000000,4.1,1,0,367290.0
Shopping,2.7,0.0,Teen,Free,1000000,4.0,1,0,13085.0
Family,4.0,0.0,Everyone,Free,1000000,4.3,1,0,39109.0
News And Magazines,0.0,0.0,Teen,Free,1000000,4.0,1,0,17240.0
Social,63.0,0.0,Teen,Free,10000,4.7,1,0,3873.0
Education,18.0,0.0,Mature,Free,50000,3.9,1,0,61.0
Family,14.0,0.0,Everyone,Free,10000,3.9,1,0,253.0
Social,13.0,0.0,Mature,Free,10000000,4.4,1,0,900064.0
Tools,18.0,0.0,Everyone,Free,50000,3.8,1,0,434.0
Tools,18.0,0.0,Everyone,Free,5000,3.9,1,0,114.0
Lifestyle,16.0,0.0,Everyone,Free,5000,4.2,1,0,53.0
Medical,13.0,0.0,Everyone,Free,10,4.2,1,0,0.0
Communication,4.0,0.0,Everyone,Free,10000,3.4,1,0,49.0
Family,27.0,0.0,Everyone,Free,100000,4.4,1,0,499.0
Family,82.0,0.0,Everyone,Free,10000,2.9,1,0,53.0
Maps And Navigation,26.0,9.99,Everyone,Paid,100,3.3,0,1,3.0
Travel And Local,29.0,0.0,Everyone,Free,1000000,4.4,1,0,24281.0
Game,96.0,0.0,Teen,Free,100000000,4.4,1,0,4637801.0
Sports,3.4,3.49,Everyone,Paid,100,4.1,0,1,7.0
Family,19.0,0.0,Everyone,Free,1000000,4.4,1,0,14774.0
Game,50.0,0.0,Everyone,Free,10000000,4.6,1,0,280098.0
Game,14.0,0.0,Everyone,Free,1000000,4.5,1,0,21892.0
Game,15.0,0.0,Everyone,Free,5000000,4.4,1,0,47644.0
Personalization,4.9,0.0,Mature,Free,10,4.4,1,0,0.0
Family,6.6,0.0,Teen,Free,1000,4.4,1,0,3.0
Family,5.6,0.0,Teen,Free,50,4.4,1,0,0.0
Family,4.7,0.0,Teen,Free,100,4.4,1,0,4.0
Family,7.8,0.0,Teen,Free,1000,4.4,1,0,3.0
Family,8.1,0.0,Teen,Free,1000,5.0,1,0,5.0
Shopping,12.0,0.0,Everyone,Free,1000000,4.4,1,0,25714.0
Food And Drink,12.0,0.0,Everyone,Free,100,4.4,1,0,3.0
Shopping,98.0,0.0,Teen,Free,1000000,3.3,1,0,9189.0
Dating,4.9,0.0,Teen,Free,10,3.3,1,0,0.0
Family,4.9,0.0,Everyone,Free,100000,4.2,1,0,593.0
Family,4.8,0.0,Everyone,Free,50000,3.9,1,0,139.0
Business,6.5,0.0,Everyone,Free,1000000,4.3,1,0,10600.0
Business,25.0,0.0,Everyone,Free,1000000,4.8,1,0,148945.0
Business,9.8,0.0,Everyone,Free,10000,4.1,1,0,294.0
Business,0.0,0.0,Everyone,Free,5000000,4.1,1,0,11622.0
Business,14.0,0.0,Teen,Free,1000,5.0,1,0,2.0
Social,20.0,0.0,Mature,Free,1000000,4.5,1,0,76480.0
Medical,6.3,0.0,Everyone,Free,10000,4.7,1,0,73.0
Parenting,11.0,0.0,Everyone,Free,500000,4.5,1,0,806.0
Personalization,3.9,0.0,Everyone,Free,1000,4.5,1,0,13.0
Social,12.0,0.0,Teen,Free,1000,4.7,1,0,144.0
Productivity,0.0,0.0,Everyone,Free,10000000,4.3,1,0,198051.0
Productivity,11.0,0.0,Everyone,Free,1000000,4.6,1,0,57904.0
Medical,0.0,6.99,Everyone,Paid,10000,4.8,0,1,216.0
Lifestyle,0.0,0.0,Everyone,Free,1000000,4.6,1,0,50338.0
Maps And Navigation,24.0,0.0,Everyone,Free,5000,3.5,1,0,106.0
Shopping,8.1,0.0,Teen,Free,10000000,4.3,1,0,162655.0
Game,32.0,2.49,Everyone,Paid,1000,4.1,0,1,155.0
Game,23.0,0.0,Everyone,Free,5000000,4.3,1,0,18985.0
Game,21.0,0.0,Everyone,Free,10000000,4.4,1,0,54082.0
Game,25.0,0.0,Everyone,Free,100000,3.9,1,0,2362.0
Family,35.0,0.99,Teen,Paid,10000,4.2,0,1,1088.0
Family,70.0,0.0,Teen,Free,5000000,4.3,1,0,308944.0
Game,70.0,0.0,Teen,Free,5000000,4.3,1,0,309176.0
Communication,26.0,0.0,Everyone,Free,5000000,4.6,1,0,191032.0
Game,94.0,0.0,Everyone,Free,1000000,4.2,1,0,40847.0
Game,56.0,0.0,Everyone,Free,10000000,4.2,1,0,794058.0
Dating,19.0,0.0,Mature,Free,100000,1.9,1,0,953.5
Family,2.7,0.0,Everyone,Free,100000,4.1,1,0,1152.0
Dating,49.0,0.0,Mature,Free,500000,4.0,1,0,13440.0
Dating,38.0,0.0,Mature,Free,100000,4.2,1,0,5152.0
Game,9.7,0.0,Teen,Free,1000000,4.3,1,0,22333.0
Health And Fitness,40.0,0.0,Teen,Free,50000,4.1,1,0,290.0
Finance,0.0,0.0,Everyone,Free,10000000,4.4,1,0,124374.0
Tools,14.0,0.0,Everyone,Free,100000,4.8,1,0,1955.0
Communication,5.1,0.0,Everyone,Free,5000000,4.2,1,0,88427.0
Communication,4.5,0.0,Teen,Free,5000,4.4,1,0,64.0
Communication,0.0,0.0,Everyone,Free,100000,4.1,1,0,1760.0
Communication,0.0,4.99,Everyone,Paid,10000,4.2,0,1,1603.0
Productivity,19.0,0.0,Everyone,Free,100,4.2,1,0,0.0
Tools,10.0,0.0,Mature,Free,5000,3.7,1,0,43.0
Family,40.0,0.0,Everyone,Free,1000,4.9,1,0,55.0
Tools,33.0,0.0,Everyone,Free,1000,4.0,1,0,9.0
Family,3.6,0.0,Everyone,Free,1000,4.8,1,0,39.0
Family,3.5,0.0,Everyone,Free,10000,4.0,1,0,369.0
Family,8.9,1.99,Everyone,Paid,500,4.8,0,1,16.0
Travel And Local,19.0,0.0,Everyone,Free,10000000,4.5,1,0,216388.0
Medical,25.0,0.0,Everyone,Free,1,5.0,1,0,4.0
Social,63.0,0.0,Teen,Free,100000,4.6,1,0,4046.0
Lifestyle,18.0,0.0,Everyone,Free,100000,2.8,1,0,1189.0
Game,34.0,0.0,Teen,Free,10000000,4.3,1,0,1017408.0
Family,5.2,0.0,Everyone,Free,100000,4.0,1,0,1469.0
Travel And Local,40.0,0.0,Everyone,Free,1000000,3.7,1,0,7705.0
News And Magazines,0.0,0.0,Teen,Free,10000,3.8,1,0,265.0
Social,63.0,0.0,Teen,Free,100000,4.8,1,0,19047.0
Family,10.0,0.0,Everyone,Free,100,4.9,1,0,37.0
Finance,19.0,0.0,Everyone,Free,5000000,3.8,1,0,42644.0
Photography,30.0,0.0,Everyone,Free,1000000,4.1,1,0,23440.0
Personalization,0.8,0.99,Everyone,Paid,10000,4.4,0,1,1591.0
Travel And Local,0.0,0.0,Everyone,Free,10000000,4.1,1,0,76779.0
Communication,0.0,0.0,Everyone,Free,100000000,4.3,1,0,2546538.0
Education,22.0,0.0,Mature,Free,1000000,4.2,1,0,6736.0
Business,16.0,0.0,Everyone,Free,1000000,3.9,1,0,45964.0
Maps And Navigation,60.0,0.0,Everyone,Free,1000000,4.5,1,0,53562.0
Tools,49.0,0.0,Everyone,Free,50000000,4.7,1,0,2598579.0
Communication,0.2,0.0,Everyone,Free,100,4.7,1,0,1.0
Social,5.3,0.0,Teen,Free,10000000,4.4,1,0,540930.0
Lifestyle,8.1,0.0,Everyone,Free,5000000,4.3,1,0,34327.0
Medical,29.0,0.0,Everyone,Free,1,4.3,1,0,0.0
Tools,0.0,0.0,Everyone,Free,5000,4.3,1,0,0.0
Tools,0.0,5.99,Everyone,Paid,100,4.3,0,1,0.0
Productivity,4.7,0.0,Everyone,Free,5000000,4.6,1,0,122424.0
Health And Fitness,0.0,0.0,Everyone,Free,1000000,4.7,1,0,14810.0
Productivity,32.0,0.0,Everyone,Free,10000000,4.2,1,0,74146.0
Photography,0.0,0.0,Everyone,Free,50000000,4.6,1,0,1656808.0
Lifestyle,22.0,0.0,Everyone,Free,1000000,4.4,1,0,13213.0
Lifestyle,24.0,0.0,Everyone,Free,5000,1.9,1,0,71.0
Family,6.7,0.0,Everyone,Free,1,1.9,1,0,0.0
Tools,10.0,3.49,Everyone,Paid,100000,4.8,0,1,12700.0
Shopping,23.0,0.0,Everyone,Free,1000000,4.1,1,0,42871.0
Personalization,22.0,0.0,Everyone,Free,10000000,4.4,1,0,55525.0
Tools,0.0,0.0,Everyone,Free,10000000,4.4,1,0,121304.0
Personalization,2.8,0.0,Mature,Free,10000,4.5,1,0,248.0
Personalization,2.6,0.0,Mature,Free,10000,4.5,1,0,75.0
Personalization,6.7,0.0,Everyone,Free,50000,4.1,1,0,797.0
Tools,4.7,0.0,Everyone,Free,10000000,4.2,1,0,428581.0
Education,21.0,0.0,Everyone,Free,5000000,4.6,1,0,85375.0
Books And Reference,44.0,0.0,Everyone,Free,10,4.6,1,0,0.0
Tools,3.9,0.0,Everyone,Free,1000,4.6,1,0,7.0
Health And Fitness,9.3,0.0,Everyone,Free,1,4.6,1,0,0.0
Game,0.0,0.0,Teen,Free,50000000,4.3,1,0,1002798.3333333334
Lifestyle,37.0,3.99,Everyone,Paid,5000,4.1,0,1,124.0
